,anthesis.ARIHAS_2013_drought,anthesis.ARIHAS_2013_watered,anthesis.BIOGAI_2012_drought,anthesis.BIOGAI_2012_watered,anthesis.BIOGAI_2013_drought,anthesis.BIOGAI_2013_watered,anthesis.BIOGRA_2013_drought,anthesis.BIOGRA_2013_watered,anthesis.BIONER_2012_drought,anthesis.BIONER_2012_watered,anthesis.BIONER_2013_drought,anthesis.BIONER_2013_watered,anthesis.KWSCAR_2012_drought,anthesis.KWSCAR_2012_watered,anthesis.KWSKRK_2012_drought,anthesis.KWSKRK_2012_watered,anthesis.KWSKRK_2013_drought,anthesis.KWSKRK_2013_watered,anthesis.KWSMUR_2013_drought,anthesis.KWSMUR_2013_watered,anthesis.SYNHUN_2012_drought,anthesis.SYNHUN_2012_watered,anthesis.SYNHUN_2013_drought,anthesis.SYNIT_2013_drought,anthesis.SYNIT_2013_watered,anthesis.UNIBO_2012_drought,anthesis.UNIBO_2012_watered
Pa91_inra,72.04332407,70.98969621,71.21752319,70.52990377,87.03780766,77.51363497,73.45022514,72.89407329,72.12462872,72.40763812,77.21990341,77.49853964,73.37594218,71.94534898,71.79990718,68.1183722,70.21728603,70.04277791,65.85755792,69.17835493,72.4100585,70.97970894,75.26078474,76.47561766,72.76361635,71.11177632,70.24940581
PB116_inra,69.47780409,66.75253877,65.28323472,67.09397282,79.75727482,77.26201071,69.64444485,68.88543102,69.14333765,70.20456067,75.06602127,70.04174169,71.15184236,69.91261301,65.26878104,63.54921527,66.08077912,66.63800473,63.90280923,64.7878213,68.65467167,69.15573978,73.48514789,72.78807251,76.06694989,70.48108809,68.45417392
PB98TR_inra,68.08214095,70.9370573,68.49727118,68.45409131,83.88010035,78.25009953,73.51402462,70.7543701,69.3752913,70.79953102,76.23631368,74.55129446,72.85439552,74.67659693,67.07152831,66.91768238,70.06404199,67.12122594,64.07528466,64.07127914,72.46658701,67.77221533,75.64946134,74.31594994,73.65279334,68.38728402,65.18656352
PH207_usda,60.83805548,62.98537464,62.85473836,63.49128243,76.46169846,71.622745,64.99022301,64.94590526,66.77204369,66.40091245,67.56015938,63.97685268,65.23852843,65.56421398,61.99084134,61.40378522,64.27902841,63.43195955,57.82134281,59.77394456,63.72725167,63.73876526,67.82843126,70.53084059,71.17830364,63.37021737,61.72425432
PHB09_usda,69.81283705,69.61615222,67.58985514,64.92332346,78.27469706,74.68330592,70.28380155,68.31605809,69.63569848,70.93440429,73.74644635,68.51741798,70.5779281,69.92088755,65.08224821,65.47230467,66.64032387,66.30228216,63.49319817,63.97412449,67.00053434,66.67683428,72.95011796,72.23151962,73.65925307,67.82577589,67.06279393
PHG35_usda,71.15334957,69.64146822,70.08849838,71.59361272,83.39440297,77.61896487,72.03387434,72.26326686,72.43444982,73.2358606,78.75007761,74.39870643,73.14154301,73.82034211,69.36499855,69.10033644,69.88035294,68.32046855,66.02326898,66.41325459,70.94926091,69.33737093,73.86022742,72.85473358,73.34228346,72.23488765,68.88304892
PHG39_usda,69.91773382,71.58043894,72.5695422,65.98026079,82.94521868,79.50546804,74.72180153,71.0689526,73.31667405,72.81670011,78.65168372,73.28225593,72.48034538,73.48129838,69.00491018,66.0246811,69.31140694,68.62944198,64.4277537,67.91453865,71.60392585,70.47707998,77.3098806,74.73544367,72.17377814,69.52041959,70.25342454
PHG47_usda,67.76217235,66.90411145,64.13378089,64.71325671,76.95045846,73.66587188,68.59413671,65.99774698,67.60630087,67.61382925,71.40410394,65.43921504,69.78578392,68.07179416,63.7059203,60.185905,65.5718704,64.5570628,60.33185222,60.41439581,63.86541013,64.63787424,69.72380305,71.7344292,71.22662478,65.93038481,65.33767477
PHG50_usda,62.43352437,62.42941555,64.2953436,63.3380454,76.30352834,71.80961728,68.11886678,66.20836322,67.36595117,67.91339024,70.75743054,67.51819452,70.40190405,67.28448596,62.4644344,63.03963509,67.66516896,65.30555458,59.02137868,59.99282714,64.84469136,64.78869221,69.17638131,71.04046636,70.66730144,67.12206377,61.95985514
PHG71_usda,65.04223263,68.34745837,65.68873165,63.54000187,76.18143885,73.53866766,66.05933525,66.34313416,67.61638187,67.97915053,71.67634619,66.77316243,68.19103452,65.54113038,63.53168235,64.32101484,66.71410263,62.60330957,58.54885842,61.13279515,63.48198449,65.1339954,69.87253117,70.04133973,71.92923855,64.81904032,62.55162332
PHG80_usda,72.84220244,71.88187684,68.02334564,66.1962581,78.0978291,77.47136474,67.75002657,68.75208474,70.51133336,70.3475561,73.21391471,69.49098908,70.96632843,71.69141933,65.0487856,63.24838286,67.17877785,67.26478014,63.77951462,65.31137338,70.86666354,67.40530006,77.38167676,72.44788045,73.51709107,72.0759001,64.40043385
PHG83_usda,68.01555682,70.27695075,68.38592316,67.09060572,80.55769351,77.16071796,70.30134954,69.62424137,71.1521,69.92500417,73.67457442,71.69385544,71.58974529,68.43583073,67.31257264,65.42021426,68.25345861,66.55855375,60.62988144,63.15543855,68.86085129,67.01450745,71.65867886,71.80564846,72.87178538,69.87126628,66.15927727
PHG84_usda,70.69991062,70.52360319,70.63457718,68.16983202,86.33175161,77.37145741,72.34890029,72.31806262,74.34482409,74.97509491,79.44070688,74.63565343,72.5905793,70.42820152,68.36817676,70.41031577,71.08599645,70.23914332,66.99196669,67.90994065,72.05351874,70.39846023,77.96434957,73.03718913,74.89715168,73.68568528,70.42041658
PHG86_usda,71.2682399,71.57424442,71.43319638,69.15803022,87.01559547,78.25102575,69.15285485,69.87760902,70.862355,68.23554672,77.60006192,72.86577457,73.25531092,70.53266938,65.8301498,65.79404483,67.93219343,66.86063912,63.33096243,63.97248045,67.94718697,66.89433431,72.57262176,72.85764855,71.07581418,70.99396287,65.11776161
PHH93_usda,63.52559837,63.63886611,63.1434069,62.75078025,76.84739097,73.20032288,66.33637334,66.8920692,67.87996225,67.74219617,70.92788796,68.25192698,67.93456865,67.76381289,64.67485384,63.79901077,66.3851755,65.66534004,58.63917862,59.51973432,63.65364193,64.39429693,68.07937112,70.74209213,72.59739351,65.45101101,65.21103861
PHJ40_usda,67.1877187,68.25381663,63.71528373,64.85604529,75.87360092,72.46762451,66.03835897,66.3348612,65.39496191,68.26818198,68.95989775,67.45548634,68.6740652,69.20189032,62.59378099,61.11003731,64.26055804,65.4964603,59.55718328,60.83554089,63.59769199,64.46824973,70.7867389,71.63083642,72.61522288,64.08402023,62.38740643
PHK29_usda,68.05264675,70.99109805,70.12476403,65.40996953,80.79605392,77.10643697,69.11965801,69.57692644,71.21556024,71.49083868,75.08511622,69.96424013,71.99401043,72.29097903,67.42046973,66.86356722,68.07152984,66.44697055,65.11371767,65.68509401,71.16488815,68.61174699,76.32842941,73.07006855,71.14198004,70.32500658,65.12517507
PHK76_usda,69.45048129,72.24304001,70.63870523,65.71399245,81.28084241,77.43441923,67.26004486,68.59702102,70.12466505,69.18140529,73.69697058,70.33142197,72.60416306,70.92549905,65.00403507,64.0340637,68.97139951,66.45765126,63.84055699,64.52719567,68.00435134,65.93942895,77.18314842,73.49517411,68.85798308,64.87412941,62.74989929
PHR36_usda,66.98651721,71.10460599,67.3179321,65.93791615,79.86441651,76.23658903,70.03975829,68.43863971,68.99617732,68.71428929,74.01385521,69.42102025,70.13521459,69.70913297,65.6484344,64.26805663,68.71021372,66.81298445,63.17195995,63.4430887,68.4534531,66.18821798,73.17801899,70.59023951,71.86204082,66.68261462,66.74801154
PHT77_usda,66.89601106,68.31065318,67.5764072,66.99635952,78.76113223,77.12594424,69.55754668,68.99439816,70.16135519,70.92606194,73.0326747,68.85845019,72.27826503,71.07860307,65.44611261,64.93155058,68.63896472,66.43808628,61.4538604,62.81949228,67.74543768,68.34477955,73.24996103,73.80929309,71.85451651,69.88747994,65.15845014
PHV63_usda,70.42936376,70.75034416,71.0130637,67.54434323,82.16402846,77.4375462,75.18926419,70.54548916,71.73349882,72.06527912,78.15251317,71.84147953,73.21343595,72.11657718,67.08939775,66.72770795,70.41985025,68.78333979,64.80057113,65.35715446,70.50692492,69.03223167,76.64231654,73.06569393,70.43758784,71.23140418,69.24285989
PHW65_usda,70.74030588,72.98528937,72.11611848,70.93710572,87.48905834,78.28567003,72.11294263,72.09771889,71.2460805,73.81980789,76.7469063,73.63007361,72.60324766,71.39221584,67.95092611,69.95410295,68.58655911,67.92845568,65.65228216,67.50524406,69.90842878,69.62726464,74.63054748,73.23791816,73.24777984,69.54500165,71.43748412
PHZ51_usda,70.7797797,69.72167287,73.04856876,67.79306495,82.49853744,77.36217885,73.35718222,71.18033092,72.01657603,72.59800251,76.74937489,75.5321057,73.89644637,73.03062978,68.08466092,66.65579,69.22246644,68.06123017,64.90656595,66.09451583,69.26599938,68.61839186,77.40149475,72.65347045,73.52494163,71.78841903,68.2392894
SC-Malawi_cim,72.43072864,73.57659236,78.00093923,73.52423942,87.37973322,81.40567157,72.65611506,74.39437994,77.75719199,75.28444933,82.97573017,77.26370866,77.02617767,74.54120069,73.43307279,65.77560555,72.7335855,72.03188376,66.95404341,68.64242748,76.39120138,75.20215296,81.58566206,73.76028794,73.06493214,75.95132273,71.93248823
SGI061_ifsi,67.65006361,68.46235854,66.55712185,65.94336389,78.01800937,74.48359429,67.64487427,68.45386868,69.46836657,68.6493522,73.94126782,70.47773253,72.06848176,71.51158312,65.69722591,64.75844201,66.52767454,67.14431545,62.92556339,63.3382206,63.94330674,66.15677017,74.34068405,72.03292502,75.51155506,66.9359313,65.41764916
UH_2500_uh,66.45174355,65.4386632,67.53560008,62.97243661,76.78180076,72.90270179,64.36636294,65.94327221,66.74511065,65.9145036,66.95801232,65.4669209,66.35681538,64.52351655,63.49534673,63.29457338,65.99229872,65.19670777,60.28324288,63.54244925,63.97061989,65.75541722,70.79584467,71.65210184,68.973723,64.75217711,65.11534659
UH_6102_uh,63.16878394,61.89046539,62.00896739,63.77942919,75.09225053,72.71251784,64.75366183,65.19026573,65.67313793,66.21495032,65.71585011,64.66253057,65.89746876,64.15394745,61.59399229,61.65506178,65.62261973,63.35943858,56.98953889,61.47676843,63.40082183,64.23843337,67.39511623,69.65497247,68.74298523,58.46798536,61.85348554
UH_6179_uh,64.79293277,68.15812001,62.91922601,62.66389041,76.46926262,72.1578564,65.73403569,65.35308181,65.72066312,67.12418609,67.85914919,64.34865104,65.50200474,65.48792388,62.3247971,62.67037779,64.67102542,63.91996081,56.92956851,58.67370501,63.40795257,63.76084688,67.75616838,71.02688213,71.25028673,64.07252258,63.24192322
UH_P024_uh,61.04527446,66.25045556,62.74354862,62.74216893,75.94647775,71.9751698,67.13216683,65.47918521,66.14731476,66.00442528,67.65344781,66.54121925,67.46671731,65.32177381,62.68925022,61.77866886,66.12418966,64.2343989,57.03882685,58.34886847,63.34356731,62.52157161,66.62368303,71.96117366,71.03580737,63.36210634,62.18288979
UH_P060_uh,63.61417965,65.32225244,63.23348028,62.88795726,76.03253093,72.19572481,66.96772858,65.67651314,65.2004384,66.80476956,68.12806682,64.69847757,69.16158093,66.16513111,63.03482092,63.21349897,64.1246248,64.55830001,58.04804312,56.02420465,64.30531516,64.3907296,68.95869196,71.97358717,73.32343319,61.90739169,61.5463258
UH_P064_uh,61.8446728,65.44043768,63.77492545,64.90728498,75.7947972,73.13576196,67.55221857,66.19041489,67.47476841,66.99629134,69.26149857,68.27795313,67.52531183,66.93298925,62.65272118,60.55303184,65.54826368,64.5410299,59.93300714,64.73724447,63.62006728,64.04177607,70.12600932,71.25640558,70.28633833,64.34244438,63.48159109
UH_P074_uh,63.71728597,59.97957404,63.61454085,61.76600573,75.33593094,71.23488672,63.88146791,64.06524081,63.8270135,65.55537667,66.99522439,63.13595342,68.1682752,68.27058294,60.27871522,61.37109848,64.4748243,62.73512776,57.74777059,57.42854079,63.49068042,64.82469699,68.16786139,70.61857048,70.99349004,64.24688797,61.6837289
UH_P087_uh,61.74892014,59.94220039,65.42190182,62.84426936,76.57840103,73.55427979,63.87083327,65.70811242,66.30629788,65.480157,68.96697262,66.49529969,64.90401103,64.988447,61.97498069,63.09240913,65.51402876,64.05152103,58.22511355,58.26319448,63.49168199,64.70672708,70.23457348,72.16755117,72.46376417,62.67283023,61.74227062
UH_P089_uh,66.62033383,68.17941721,63.63918816,65.27798537,76.47901527,73.13936765,66.67053175,66.5366273,68.71525864,69.35932033,70.05134721,66.81678691,69.37912297,67.07898049,63.63972692,60.13962058,65.16411453,65.37078698,60.18863064,60.54630477,65.3069434,64.96695085,70.91474558,70.7536242,70.99616324,66.28057482,65.79981873
UH_P104_uh,60.99847794,65.30421293,64.1292945,63.81263763,75.62205232,71.67099585,64.78847698,63.58813873,64.52600585,65.6359001,67.24951473,63.02586844,65.85269037,62.18849374,58.4370325,58.88849497,60.33619588,61.16724691,57.47547423,57.77897715,62.82825174,63.33473946,67.26265812,70.34859323,70.52714111,61.43441802,63.4794341
UH_P115_uh,65.15825812,65.49255002,63.23835437,63.12303278,75.6668288,74.42448247,65.48277189,65.53780423,66.9821956,66.29321339,70.44377639,65.97124001,66.87470678,66.60937093,60.90807815,60.61152478,66.0344959,65.07910573,59.70164226,60.5884757,63.58713686,64.33865475,68.89208497,69.81613646,67.3750013,64.02189118,63.4805324
UH_P128_uh,64.81880742,64.56525159,63.64510232,62.84335022,75.74100219,72.15825249,65.30236149,65.92719503,67.2221414,67.30946198,67.76250224,65.12795958,66.82152285,65.82834837,62.61266281,65.17039556,64.69390175,64.171977,57.86791941,59.8001131,63.14386833,64.8226409,70.09467361,69.50441024,68.2721861,64.93396672,63.09775538
UH_P148_uh,66.65049012,63.82462431,62.65019327,62.16858769,75.94866495,72.24272785,66.33803118,65.27043972,66.8250642,66.809325,69.29375038,66.67244752,63.90667031,67.48137482,63.05914731,61.10149242,66.01201267,62.69070413,58.26849058,60.54099423,63.11856005,64.59213101,67.8459053,70.20668434,70.54761064,61.66737704,61.55222477
UH_S018_uh,67.71999147,70.46102466,66.40592196,67.14915843,80.24367118,77.6783095,72.03887741,69.42285943,69.17344757,69.55583451,72.84685199,71.22670391,68.98125197,68.13281897,65.40953444,67.47013637,68.74604187,65.3547789,62.85181024,62.48912321,67.52638675,66.94033769,71.45481896,73.48521083,74.98958615,65.12316362,65.21857684
UH_S020_uh,66.7834268,68.64824079,70.32941756,67.87103081,82.74355871,77.95581188,71.44185928,70.83162065,71.81956783,71.2065262,76.82469663,73.49720953,72.16082627,71.29391124,67.63040257,67.26450122,67.69660664,68.16361502,63.98242819,64.76490044,70.50362672,67.65886435,74.29786532,70.98104052,69.70580457,69.36434954,69.25812837
UH_S025_uh,70.46914529,66.90851658,65.1455164,63.40896607,76.52512344,74.81706143,70.15663386,65.75109027,66.18461255,66.35729837,72.89227426,66.21584116,67.03158875,63.38684323,60.53359463,62.82844023,63.76239558,63.64145901,61.4959502,59.92452934,63.74273729,63.99961843,72.07280997,71.76454211,71.04174125,65.27119636,61.59464655
UH250_uh,65.34813865,63.37668997,63.00886604,62.61148754,77.3185758,71.84170627,63.60724679,64.52090006,65.79737913,65.96351141,70.89407272,66.83094639,66.20955359,65.04133645,60.22705822,59.43166798,62.14969077,62.27153743,58.41944539,59.37446442,64.10541685,63.85841261,68.86786843,69.32669024,69.58675321,63.69873698,61.74403939
UH304_uh,62.26957226,66.89439375,63.210913,62.27687473,76.44867561,72.98356614,63.42212487,65.68463237,65.07549136,67.59577481,69.52696263,65.5645814,69.53041213,66.88111,63.58222328,61.77712438,66.29364437,63.90702361,58.08711816,58.1089091,63.28679904,64.19315092,69.19163729,69.38406647,70.3073475,65.5694527,62.49266463
Va26_inra,63.81395135,68.46177326,66.58638882,67.21199595,80.90167899,77.26595586,68.83716868,69.5127921,69.75606883,72.55548635,76.47307267,71.02111712,72.22398419,67.53030469,64.95168652,64.32831594,66.55579467,66.98967196,61.12171255,61.95278002,67.06745243,67.03883736,71.41683392,72.07637846,72.73054006,69.13128803,66.81302319
W117_inra,60.74235683,63.93057003,62.53429748,63.32865006,75.0475089,70.22761394,68.07158873,63.41946407,64.82281718,66.56088176,65.3724732,62.90881729,68.70699744,65.58120119,59.95141026,59.2160175,62.84968878,59.42839108,59.06568188,59.11905145,64.51236525,65.42307288,68.96020987,71.75420308,72.11261998,64.50688468,61.08573529
W182E_inra,61.41391554,62.6924953,64.0376304,62.00541642,75.3482462,71.98447545,64.72903557,63.98542011,65.94774077,67.52712035,68.16840291,62.7750655,67.41032914,68.11436269,59.56282241,58.72463381,59.73562223,63.18486863,58.56248896,57.80015334,63.29798208,63.39704154,67.75787069,69.90754957,69.6481873,65.61340593,65.42979606
W23_uh,64.15300336,69.07059626,64.26084191,64.76058707,79.75626993,76.4323171,70.02246288,67.61472508,66.89781139,66.89485866,72.69184209,67.92595289,70.75956783,71.3560608,65.59489305,62.15488541,67.45217332,67.34038679,63.00675017,64.90769175,66.98029793,66.4991066,71.31127118,72.16932223,70.35770561,64.95536705,64.23286019
W602S_uh,66.65217957,62.32670771,66.49661451,66.00117598,79.58178017,75.78318944,68.36003927,67.21452728,67.11984809,67.70998971,72.76067423,67.08706164,69.85905263,66.59906901,63.1178414,61.28883723,64.26055804,66.08042044,60.20399933,64.63012477,68.86661969,66.63165802,72.06115185,74.01332323,70.86524347,65.14716335,65.11939092
W604S_uh,71.54232701,70.35789072,68.63435517,65.5073384,80.38324957,75.76055118,69.84316651,68.69572094,69.81950601,69.71860607,76.82412511,70.4472906,73.002391,71.65876532,65.77054618,63.54888766,68.43075289,67.85080884,64.34765739,65.34272076,69.95604738,67.2527818,73.99275595,72.72085219,72.14721311,70.50464488,65.99520151
W64A_inra,63.8875572,68.370149,65.82250306,66.65045347,79.7678462,73.89782006,68.68476875,67.29140807,67.54848991,67.35925609,71.11136567,68.05716798,71.70954178,70.12183646,63.93787636,63.66206338,65.51050114,65.2432793,60.6552474,61.08433383,65.98204687,66.35209428,70.84022427,70.23033094,68.3184925,63.79632214,64.73946939
W9_inra,61.06922522,71.088331,62.37604948,62.99524682,75.29118544,71.30966646,67.01034096,64.663964,65.87260187,66.16178772,68.52874497,65.0088678,70.13097773,68.24512003,61.41818154,60.39911259,62.02508888,63.02681476,59.58414028,61.77838808,65.12222717,65.74758534,69.86870585,72.44038224,71.07439194,64.65844481,64.37916273
W95115_inra,62.31372685,63.30458894,63.67800204,65.57198448,76.23315697,73.27169009,68.0728264,66.51063083,68.04942008,68.24854761,69.16835269,65.40027717,71.21043511,68.72403241,63.18761523,63.0570514,65.96779686,64.81142857,59.65315652,61.99778895,66.01794606,66.84079367,69.71515942,71.13329131,74.14958941,65.71267856,65.2689107
Wf9_inra,67.3544259,69.60544499,66.53455051,65.89709561,81.57558393,76.47134079,70.44693947,67.96084075,68.98663672,67.14067466,73.21846789,68.09965494,71.80345045,70.08126042,65.97377453,63.96097542,68.28390698,66.03977699,60.86794959,61.82397464,69.81204855,68.87424401,71.638221,72.17963782,73.62611079,68.99617172,64.96491383
